"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
06/08/2005,17:00,140.25,140.28,139.48,139.71,9926,0.058760,-0.545584,0.604345,52.10,82.48,87.93,139.1070,140.6602,0.6030,0.9502,0,36,1
06/09/2005,17:00,138.92,139.66,138.63,139.44,13203,0.071704,-0.422127,0.493831,50.98,72.34,81.17,139.4400,140.5662,0.0000,1.1262,0,37,1
06/10/2005,17:00,140.82,141.11,140.41,140.75,9304,0.185530,-0.300595,0.486125,55.96,73.06,75.96,139.7610,140.4758,0.9890,0.2742,0,38,1
06/13/2005,17:00,139.84,140.01,139.46,139.88,4892,0.203193,-0.199838,0.403031,52.17,72.70,72.70,139.9610,140.3238,0.0810,0.4438,0,39,1
06/14/2005,17:00,141.96,142.06,141.43,141.78,12583,0.366283,-0.086614,0.452897,58.74,82.11,75.96,140.3680,140.1968,1.4120,1.5832,1,0,1
06/15/2005,17:00,141.35,142.10,141.35,141.89,8965,0.498661,0.030441,0.468220,59.09,85.26,80.02,140.6780,140.0988,1.2120,1.7912,2,0,1
06/16/2005,17:00,141.92,142.33,141.53,142.16,9888,0.618232,0.147999,0.470232,59.99,95.89,87.75,140.8260,140.0258,1.3340,2.1342,3,0,1
06/17/2005,17:00,143.01,143.84,142.87,143.71,8522,0.828514,0.284102,0.544412,64.77,96.85,92.66,141.1600,139.9640,2.5500,3.7460,4,0,1
06/20/2005,17:00,144.92,145.64,144.73,145.26,5432,1.107470,0.448776,0.658694,68.79,96.34,96.36,141.5170,139.9986,3.7430,5.2614,5,0,1
06/21/2005,17:00,145.78,145.78,145.13,145.41,4255,1.325370,0.624095,0.701275,69.16,95.74,96.31,141.9990,140.0480,3.4110,5.3620,6,0,1
06/22/2005,17:00,145.19,145.49,145.00,145.32,10428,1.473806,0.794037,0.679769,68.64,94.40,95.49,142.5600,140.0746,2.7600,5.2454,7,0,1
06/23/2005,17:00,144.42,144.86,144.41,144.49,7083,1.507096,0.936649,0.570447,63.86,90.12,93.42,143.0650,140.1352,1.4250,4.3548,8,0,1
06/24/2005,17:00,145.67,146.27,145.57,145.98,12250,1.634863,1.076292,0.558572,68.15,90.70,91.74,143.5880,140.2406,2.3920,5.7394,9,0,1
06/27/2005,17:00,146.17,146.91,146.17,146.65,10736,1.769782,1.214990,0.554792,69.88,92.02,90.95,144.2650,140.3596,2.3850,6.2904,10,0,1
06/28/2005,17:00,146.71,146.74,145.82,145.87,15197,1.793097,1.330611,0.462486,65.42,93.43,92.05,144.6740,140.4662,1.1960,5.4038,11,0,1
06/29/2005,17:00,144.53,144.62,143.78,143.92,15347,1.635374,1.391564,0.243810,55.84,82.13,89.20,144.8770,140.5188,0.9570,3.4012,12,0,1
06/30/2005,17:00,143.50,143.80,143.04,143.12,14348,1.429348,1.399121,0.030227,52.44,66.26,80.61,144.9730,140.5230,1.8530,2.5970,13,0,1
07/01/2005,17:00,142.83,143.22,142.72,143.01,9158,1.242867,1.367870,-0.125003,51.97,47.80,65.40,144.9030,140.5434,1.8930,2.4666,14,0,1
07/05/2005,17:00,145.16,146.00,145.07,145.82,11121,1.306760,1.355648,-0.048888,61.44,52.72,55.59,144.9590,140.5768,0.8610,5.2432,15,0,1
07/06/2005,17:00,145.87,146.57,145.87,146.52,10123,1.397767,1.364072,0.033695,63.37,67.39,55.97,145.0700,140.6164,1.4500,5.9036,16,0,1
07/07/2005,17:00,147.55,148.37,143.47,146.88,32013,1.481858,1.387629,0.094229,64.37,82.10,67.40,145.2260,140.6948,1.6540,6.1852,17,0,1
07/08/2005,17:00,146.99,148.01,146.44,147.83,14200,1.606637,1.431431,0.175207,66.91,85.49,78.33,145.5600,140.7964,2.2700,7.0336,18,0,1
07/11/2005,17:00,145.67,145.77,144.53,144.81,13529,1.445178,1.434180,0.010998,53.77,67.02,78.20,145.4430,140.9048,0.6330,3.9052,19,0,1
07/12/2005,17:00,145.42,146.14,145.19,146.03,14470,1.399531,1.427250,-0.027719,57.41,62.01,71.51,145.3810,141.0558,0.6490,4.9742,20,0,1
07/13/2005,17:00,146.82,147.57,146.65,146.79,13260,1.408445,1.423489,-0.015044,59.54,55.87,61.63,145.4730,141.2294,1.3170,5.5606,21,0,1
07/14/2005,17:00,146.26,146.41,145.83,146.19,12255,1.351516,1.409095,-0.057579,57.11,64.01,60.63,145.7000,141.3700,0.4900,4.8200,22,0,1
07/15/2005,17:00,144.14,144.92,143.60,144.62,13346,1.166269,1.360529,-0.194261,51.20,55.69,58.53,145.8500,141.4966,1.2300,3.1234,23,0,1
07/18/2005,17:00,144.27,145.25,143.86,144.07,10666,0.963967,1.281217,-0.317250,49.28,39.65,53.12,145.9560,141.5906,1.8860,2.4794,24,0,1
07/19/2005,17:00,143.52,144.04,143.12,143.75,7733,0.768956,1.178765,-0.409809,48.15,25.25,40.20,145.7490,141.6712,1.9990,2.0788,25,0,1
07/20/2005,17:00,143.65,144.57,143.65,144.41,5548,0.660056,1.075023,-0.414967,50.67,24.01,29.64,145.5380,141.7632,1.1280,2.6468,26,0,1
07/21/2005,17:00,143.12,143.14,142.14,142.63,16529,0.425219,0.945062,-0.519843,44.41,18.31,22.52,145.1130,141.7962,2.4830,0.8338,27,0,1
07/22/2005,17:00,142.24,142.72,142.10,142.67,10265,0.239575,0.803965,-0.564390,44.57,15.15,19.16,144.5970,141.8478,1.9270,0.8222,28,0,1
07/25/2005,17:00,143.72,143.86,142.83,142.95,12221,0.113734,0.665918,-0.552185,45.79,10.18,14.55,144.4110,141.9392,1.4610,1.0108,29,0,1
07/26/2005,17:00,144.07,144.12,143.47,143.75,7966,0.077661,0.548267,-0.470606,49.22,16.32,13.88,144.1830,142.0656,0.4330,1.6844,30,0,1
07/27/2005,17:00,144.12,144.35,143.79,144.27,7806,0.089996,0.456613,-0.366617,51.38,25.31,17.27,143.9310,142.2154,0.3390,2.0546,31,0,1
07/28/2005,17:00,144.18,144.47,143.92,144.37,7767,0.106612,0.386613,-0.280001,51.81,34.50,25.38,143.7490,142.3614,0.6210,2.0086,32,0,1
07/29/2005,17:00,144.90,145.47,144.78,145.32,11306,0.194198,0.348130,-0.153932,55.75,45.46,35.09,143.8190,142.5110,1.5010,2.8090,33,0,1
08/01/2005,17:00,145.48,146.22,145.48,146.09,9374,0.322031,0.342910,-0.020879,58.70,57.77,45.91,144.0210,142.7128,2.0690,3.3772,34,0,1
08/02/2005,17:00,146.56,146.64,145.84,146.31,12735,0.436066,0.361541,0.074524,59.54,73.77,59.00,144.2770,142.9216,2.0330,3.3884,35,0,1
08/03/2005,17:00,146.91,147.44,146.78,147.37,12830,0.604998,0.410232,0.194765,63.36,87.75,73.10,144.5730,143.1764,2.7970,4.1936,36,0,1
08/04/2005,17:00,145.75,146.32,145.57,146.16,10410,0.633933,0.454973,0.178961,56.76,88.96,83.50,144.9260,143.3864,1.2340,2.7736,37,0,1
08/05/2005,17:00,146.39,147.13,146.39,146.91,16515,0.709208,0.505820,0.203388,59.57,88.26,88.33,145.3500,143.6024,1.5600,3.3076,38,0,1
08/08/2005,17:00,147.28,147.87,147.18,147.86,9679,0.835886,0.571833,0.264053,62.86,88.94,88.72,145.8410,143.8088,2.0190,4.0512,39,0,1
08/09/2005,17:00,148.88,149.24,148.54,148.64,12848,0.987831,0.655032,0.332798,65.36,93.75,90.32,146.3300,144.0240,2.3100,4.6160,40,0,1
08/10/2005,17:00,148.09,148.67,147.99,148.46,12250,1.081260,0.740278,0.340982,64.29,93.07,91.92,146.7490,144.2390,1.7110,4.2210,41,0,1
08/11/2005,17:00,149.92,150.27,149.39,149.97,18390,1.262593,0.844741,0.417852,68.90,92.27,93.03,147.3090,144.4626,2.6610,5.5074,42,0,1
08/12/2005,17:00,150.79,151.13,150.57,151.03,12175,1.474833,0.970759,0.504074,71.66,94.69,93.34,147.8800,144.6696,3.1500,6.3604,43,0,1
08/15/2005,17:00,151.82,151.82,151.22,151.34,5637,1.649040,1.106415,0.542625,72.44,96.20,94.38,148.4050,144.8890,2.9350,6.4510,44,0,1
08/16/2005,17:00,151.23,151.24,150.47,151.02,11290,1.741208,1.233374,0.507834,70.31,94.15,95.01,148.8760,145.0756,2.1440,5.9444,45,0,1
08/17/2005,17:00,151.11,151.32,150.72,150.76,7979,1.772835,1.341266,0.431569,68.54,89.81,93.39,149.2150,145.2790,1.5450,5.4810,46,0,1
08/18/2005,17:00,148.30,148.74,147.77,148.17,10020,1.570801,1.387173,0.183628,54.01,74.11,86.02,149.4160,145.4482,1.2460,2.7218,47,0,1
08/19/2005,17:00,148.27,149.46,148.27,149.37,8483,1.490338,1.407806,0.082532,58.41,63.53,75.82,149.6620,145.6468,0.2920,3.7232,48,0,1
08/22/2005,17:00,150.37,150.74,149.97,150.70,3507,1.516411,1.429527,0.086884,62.67,61.68,66.44,149.9460,145.8458,0.7540,4.8542,49,0,1
08/23/2005,17:00,150.33,150.97,150.13,150.76,9562,1.524343,1.448490,0.075853,62.86,75.31,66.84,150.1580,146.0634,0.6020,4.6966,50,0,1
08/24/2005,17:00,150.56,151.22,150.54,150.88,9078,1.522759,1.463344,0.059415,63.25,82.60,73.19,150.4000,146.2454,0.4800,4.6346,51,0,1
08/25/2005,17:00,152.18,152.77,151.57,151.69,14014,1.568780,1.484431,0.084349,65.87,82.17,80.02,150.5720,146.4414,1.1180,5.2486,52,0,1
08/26/2005,17:00,152.26,152.39,151.79,152.18,8890,1.626047,1.512754,0.113292,67.38,83.71,82.82,150.6870,146.6418,1.4930,5.5382,53,0,1
08/29/2005,17:00,153.37,155.57,153.37,153.91,31486,1.790389,1.568281,0.222108,72.09,81.89,82.59,150.9440,146.8458,2.9660,7.0642,54,0,1
08/30/2005,17:00,152.17,153.67,152.03,153.61,22483,1.874813,1.629588,0.245225,70.20,79.56,81.72,151.2030,147.0128,2.4070,6.5972,55,0,1
08/31/2005,17:00,154.72,155.42,153.68,154.12,23237,1.960275,1.695725,0.264550,71.57,78.33,79.93,151.5390,147.1870,2.5810,6.9330,56,0,1
09/01/2005,17:00,153.52,154.36,153.20,153.57,18402,1.961018,1.748784,0.212234,67.95,76.88,78.26,152.0790,147.3520,1.4910,6.2180,57,0,1
09/02/2005,17:00,154.17,154.43,152.78,152.82,12954,1.879424,1.774912,0.104512,63.25,73.50,76.24,152.4240,147.5186,0.3960,5.3014,58,0,1
09/06/2005,17:00,151.37,152.33,151.03,152.17,12039,1.742227,1.768375,-0.026148,59.42,65.17,71.85,152.5710,147.6424,0.4010,4.5276,59,0,1
09/07/2005,17:00,150.60,150.73,150.05,150.55,11278,1.485651,1.711830,-0.226179,51.10,52.26,63.65,152.5500,147.7204,2.0000,2.8296,60,0,1
09/08/2005,17:00,149.21,149.89,149.02,149.65,13429,1.195905,1.608645,-0.412740,47.16,37.38,51.61,152.4270,147.7960,2.7770,1.8540,61,0,1
09/09/2005,17:00,149.44,150.12,149.44,149.77,11880,0.964840,1.479884,-0.515044,47.74,22.68,37.44,152.2350,147.9130,2.4650,1.8570,62,0,1
09/12/2005,17:00,148.92,149.18,148.22,148.42,10068,0.665118,1.316931,-0.651812,42.14,10.99,23.68,151.8590,148.0190,3.4390,0.4010,63,0,1
09/13/2005,17:00,148.08,148.62,147.72,148.47,10424,0.426703,1.138885,-0.712182,42.41,7.82,13.83,151.3150,148.1282,2.8450,0.3418,64,0,1
09/14/2005,17:00,147.86,148.66,147.82,148.62,10420,0.247013,0.960511,-0.713498,43.26,8.03,8.94,150.8160,148.1842,2.1960,0.4358,65,0,1
09/15/2005,17:00,149.82,150.42,149.77,150.15,12980,0.225467,0.813502,-0.588035,51.20,17.32,11.06,150.4190,148.2568,0.2690,1.8932,66,0,1
09/16/2005,17:00,149.47,149.47,148.77,148.77,9754,0.095931,0.669988,-0.574057,45.07,18.60,14.65,149.9390,148.2946,1.1690,0.4754,67,0,1
09/19/2005,17:00,147.80,149.28,147.80,149.25,14980,0.031640,0.542318,-0.510678,47.43,21.41,19.11,149.5820,148.3230,0.3320,0.9270,68,0,1
09/20/2005,17:00,151.68,152.08,150.78,151.23,20650,0.138858,0.461626,-0.322768,55.85,26.19,22.07,149.4880,148.4514,1.7420,2.7786,69,0,1
09/21/2005,17:00,150.65,152.70,150.58,152.53,26423,0.324982,0.434297,-0.109316,60.34,44.55,30.72,149.6860,148.5814,2.8440,3.9486,70,0,1
09/22/2005,17:00,151.28,152.57,151.09,152.05,19736,0.428811,0.433200,-0.004389,58.00,59.90,43.55,149.9260,148.6866,2.1240,3.3634,71,0,1
09/23/2005,17:00,151.01,151.23,149.94,150.53,15474,0.384019,0.423364,-0.039345,51.21,64.95,56.46,150.0020,148.7734,0.5280,1.7566,72,0,1
09/26/2005,17:00,147.87,148.54,147.08,148.07,18391,0.148309,0.368353,-0.220044,42.53,46.97,57.27,149.9670,148.8424,1.8970,0.7724,73,0,1
09/27/2005,17:00,150.13,150.60,149.44,149.91,12358,0.108727,0.316428,-0.207701,49.43,40.88,50.93,150.1110,148.9592,0.2010,0.9508,74,0,1
09/28/2005,17:00,149.37,149.91,149.03,149.75,9827,0.063713,0.265885,-0.202172,48.88,38.49,42.11,150.2240,149.0792,0.4740,0.6708,75,0,1
09/29/2005,17:00,150.77,151.51,150.53,151.42,14357,0.160939,0.244895,-0.083957,54.56,58.36,45.91,150.3510,149.2194,1.0690,2.2006,76,0,1
09/30/2005,17:00,151.22,151.46,150.70,150.77,14509,0.183427,0.232602,-0.049175,52.13,63.46,53.44,150.5510,149.3822,0.2190,1.3878,77,0,1
10/03/2005,17:00,150.63,151.05,150.53,150.54,6136,0.180608,0.222203,-0.041595,51.26,68.15,63.33,150.6800,149.5396,0.1400,1.0004,78,0,1
10/04/2005,17:00,149.83,149.92,148.86,148.93,8349,0.047908,0.187344,-0.139436,45.54,53.38,61.66,150.4500,149.6592,1.5200,0.7292,79,0,1
10/05/2005,17:00,148.24,148.73,148.08,148.54,8812,-0.087716,0.132332,-0.220048,44.25,40.15,53.89,150.0510,149.7550,1.5110,1.2150,80,0,1
10/06/2005,17:00,147.15,147.26,145.55,145.63,20971,-0.425112,0.020843,-0.445955,36.05,18.43,37.32,149.4090,149.7822,3.7790,4.1522,0,1,1
10/07/2005,17:00,146.03,146.66,145.95,146.18,10129,-0.640734,-0.111472,-0.529261,38.38,10.89,23.16,148.9740,149.8184,2.7940,3.6384,0,2,1
10/10/2005,17:00,146.22,146.87,145.88,145.91,9290,-0.823905,-0.253959,-0.569946,37.65,4.99,11.44,148.7580,149.8302,2.8480,3.9202,0,3,1
10/11/2005,17:00,146.45,147.19,146.31,147.01,16545,-0.870277,-0.377222,-0.493054,42.42,11.49,9.12,148.4680,149.8486,1.4580,2.8386,0,4,1
10/12/2005,17:00,148.02,148.52,147.87,147.89,14956,-0.826491,-0.467076,-0.359415,45.97,20.67,12.38,148.2820,149.8802,0.3920,1.9902,0,5,1
10/13/2005,17:00,148.58,148.82,148.11,148.30,12910,-0.750060,-0.523673,-0.226387,47.60,34.58,22.25,147.9700,149.8988,0.3300,1.5988,0,6,1
10/14/2005,17:00,147.48,147.53,146.21,146.36,10020,-0.836389,-0.586216,-0.250173,41.27,33.00,29.42,147.5290,149.9028,1.1690,3.5428,0,7,1
10/17/2005,17:00,147.38,148.71,147.15,148.20,9720,-0.747713,-0.618515,-0.129198,48.29,34.73,34.10,147.2950,149.9286,0.9050,1.7286,0,8,1
10/18/2005,17:00,148.53,148.71,147.80,148.19,8392,-0.670515,-0.628915,-0.041599,48.26,34.12,33.95,147.2210,149.9352,0.9690,1.7452,0,9,1
10/19/2005,17:00,147.48,147.98,147.16,147.60,12788,-0.649456,-0.633023,-0.016432,46.20,41.17,36.67,147.1270,149.9144,0.4730,2.3144,0,10,1
10/20/2005,17:00,146.58,146.83,145.95,146.08,13360,-0.746809,-0.655780,-0.091029,41.33,30.05,35.11,147.1720,149.8668,1.0920,3.7868,0,11,1
10/21/2005,17:00,145.03,145.38,144.49,144.52,9581,-0.939017,-0.712428,-0.226589,37.01,15.50,28.91,147.0060,149.7578,2.4860,5.2378,0,12,1
10/24/2005,17:00,145.24,145.47,144.61,144.89,8049,-1.049390,-0.779820,-0.269570,38.65,6.29,17.28,146.9040,149.6350,2.0140,4.7450,0,13,1
10/25/2005,17:00,145.41,146.32,145.16,146.10,10047,-1.027382,-0.829333,-0.198049,43.79,14.48,12.09,146.8130,149.5302,0.7130,3.4302,0,14,1
10/26/2005,17:00,147.48,147.53,147.02,147.20,10903,-0.910682,-0.845602,-0.065079,48.06,36.34,19.03,146.7440,149.4538,0.4560,2.2538,0,15,1
10/27/2005,17:00,146.06,146.68,145.77,146.33,11814,-0.878274,-0.852137,-0.026137,45.14,47.42,32.75,146.5470,149.3652,0.2170,3.0352,0,16,1
10/28/2005,17:00,146.28,146.66,145.98,146.20,10676,-0.853244,-0.852358,-0.000886,44.70,48.19,43.98,146.5310,149.3258,0.3310,3.1258,0,17,1
10/31/2005,17:00,146.38,146.57,145.54,145.79,8258,-0.856617,-0.853210,-0.003407,43.28,37.34,44.32,146.2900,149.2542,0.5000,3.4642,0,18,1
11/01/2005,17:00,144.94,145.12,144.40,144.46,10487,-0.955594,-0.873687,-0.081908,38.95,23.47,36.33,145.9170,149.1294,1.4570,4.6694,0,19,1
11/02/2005,17:00,145.08,145.23,144.66,144.82,6300,-0.993533,-0.897656,-0.095877,40.68,13.63,24.81,145.6390,149.0106,0.8190,4.1906,0,20,1
11/03/2005,17:00,144.88,145.82,144.74,145.50,10992,-0.957690,-0.909663,-0.048027,43.91,12.12,16.41,145.5810,148.9030,0.0810,3.4030,0,21,1
11/04/2005,17:00,146.93,147.33,146.20,146.33,12408,-0.852482,-0.898227,0.045744,47.66,26.68,17.48,145.7620,148.7958,0.5680,2.4658,0,22,1
11/07/2005,17:00,145.29,145.62,144.93,145.09,9726,-0.859258,-0.890433,0.031175,43.04,30.49,23.10,145.7820,148.6540,0.6920,3.5640,0,23,1
11/08/2005,17:00,144.65,144.85,144.23,144.56,10910,-0.897053,-0.891757,-0.005296,41.19,26.36,27.85,145.6280,148.4670,1.0680,3.9070,0,24,1
11/09/2005,17:00,144.88,145.03,144.49,144.71,10125,-0.904476,-0.894301,-0.010175,41.95,14.73,23.86,145.3790,148.2890,0.6690,3.5790,0,25,1
11/10/2005,17:00,143.98,144.14,143.38,143.39,12298,-1.005284,-0.916497,-0.088786,37.39,7.63,16.24,145.0850,148.0744,1.6950,4.6844,0,26,1
11/11/2005,17:00,142.95,142.99,142.11,142.68,9872,-1.129446,-0.959087,-0.170359,35.18,8.24,10.20,144.7330,147.8566,2.0530,5.1766,0,27,1
11/14/2005,17:00,142.98,143.38,142.58,143.25,6152,-1.168383,-1.000946,-0.167437,38.34,11.47,9.11,144.4790,147.6652,1.2290,4.4152,0,28,1
11/15/2005,17:00,142.90,143.07,142.36,142.78,6762,-1.223067,-1.045370,-0.177696,36.75,14.82,11.51,144.3110,147.4774,1.5310,4.6974,0,29,1
11/16/2005,17:00,142.16,142.29,141.88,142.13,8230,-1.303824,-1.097061,-0.206763,34.61,12.80,13.03,144.0420,147.3090,1.9120,5.1790,0,30,1
11/17/2005,17:00,143.07,143.72,142.86,143.69,11106,-1.227793,-1.123207,-0.104585,43.15,16.94,14.85,143.8610,147.1898,0.1710,3.4998,0,31,1
11/18/2005,17:00,141.96,142.13,141.59,141.61,13876,-1.320158,-1.162598,-0.157560,36.34,12.50,14.08,143.3890,147.0266,1.7790,5.4166,0,32,1
11/21/2005,17:00,142.08,142.84,142.04,142.42,10142,-1.312864,-1.192651,-0.120213,40.29,15.71,15.05,143.1220,146.9066,0.7020,4.4866,0,33,1
11/22/2005,17:00,142.46,143.45,142.21,143.26,15146,-1.225179,-1.199157,-0.026023,44.17,14.63,14.28,142.9920,146.8024,0.2680,3.5424,0,34,1
11/23/2005,17:00,143.41,143.81,142.88,143.10,12934,-1.155282,-1.190382,0.035100,43.59,23.29,17.88,142.8310,146.6920,0.2690,3.5920,0,35,1
11/28/2005,17:00,142.77,142.96,142.07,142.73,10608,-1.116869,-1.175679,0.058810,42.21,27.85,21.92,142.7650,146.5436,0.0350,3.8136,0,36,1
11/29/2005,17:00,141.97,142.25,141.37,142.17,13753,-1.118718,-1.164287,0.045569,40.13,25.69,25.61,142.7140,146.4116,0.5440,4.2416,0,37,1
11/30/2005,17:00,141.01,141.13,140.38,141.06,12318,-1.195965,-1.170623,-0.025342,36.33,21.23,24.92,142.4950,146.2478,1.4350,5.1878,0,38,1
12/01/2005,17:00,142.06,142.29,141.68,142.23,9653,-1.149523,-1.166403,0.016879,42.52,27.59,24.84,142.4400,146.0678,0.2100,3.8378,0,39,1
12/02/2005,17:00,143.13,143.93,142.81,143.51,12035,-0.997929,-1.132708,0.134779,48.42,47.32,32.05,142.5780,145.8874,0.9320,2.3774,0,40,1
12/05/2005,17:00,144.07,144.92,144.07,144.78,12091,-0.766476,-1.059461,0.292986,53.53,79.16,51.36,142.6870,145.7420,2.0930,0.9620,0,41,1
12/06/2005,17:00,144.43,144.63,144.21,144.31,12587,-0.613896,-0.970348,0.356453,51.50,90.74,72.41,142.9570,145.6176,1.3530,1.3076,0,42,1
12/07/2005,17:00,144.67,145.34,144.62,145.19,11767,-0.417158,-0.859710,0.442553,54.94,93.59,87.83,143.2340,145.5600,1.9560,0.3700,0,43,1
12/08/2005,17:00,144.01,144.35,143.71,144.12,9728,-0.343620,-0.756492,0.412872,50.27,86.31,90.21,143.3200,145.4442,0.8000,1.3242,0,44,1
12/09/2005,17:00,145.42,146.16,145.26,145.26,15944,-0.191150,-0.643424,0.452274,54.69,85.54,88.48,143.5360,145.3544,1.7240,0.0944,0,45,1
12/12/2005,17:00,144.17,144.94,144.16,144.81,12507,-0.105412,-0.535821,0.430410,52.70,79.00,83.61,143.7440,145.2222,1.0660,0.4122,0,46,1
12/13/2005,17:00,145.95,146.40,145.42,146.39,15775,0.089003,-0.410856,0.499860,58.43,87.14,83.89,144.1660,145.1346,2.2240,1.2554,0,47,1
12/14/2005,17:00,145.94,146.18,145.62,145.81,8398,0.194041,-0.289877,0.483918,55.76,89.06,85.07,144.6410,145.0400,1.1690,0.7700,0,48,1
12/15/2005,17:00,145.51,145.56,144.99,145.27,13683,0.231047,-0.185692,0.416739,53.31,90.42,88.87,144.9450,144.9668,0.3250,0.3032,0,49,1
12/16/2005,17:00,144.56,144.75,144.04,144.28,8554,0.178432,-0.112867,0.291300,49.07,78.74,86.07,145.0220,144.8816,0.7420,0.6016,1,0,1
12/19/2005,17:00,142.57,143.22,142.39,143.02,7759,0.034664,-0.083361,0.118025,44.24,63.29,77.48,144.8460,144.8294,1.8260,1.8094,2,0,1
12/20/2005,17:00,141.77,142.29,141.69,142.18,10965,-0.145378,-0.095764,-0.049614,41.32,42.00,61.34,144.6330,144.7494,2.4530,2.5694,0,1,1
12/21/2005,17:00,141.78,142.06,141.70,141.99,7251,-0.299937,-0.136599,-0.163338,40.67,22.27,42.52,144.3130,144.6710,2.3230,2.6810,0,2,1
12/22/2005,17:00,142.27,142.96,142.17,142.53,8743,-0.374535,-0.184186,-0.190349,43.41,11.60,25.29,144.1540,144.5814,1.6240,2.0514,0,3,1
12/23/2005,17:00,141.93,142.12,141.42,141.50,5505,-0.510878,-0.249525,-0.261353,39.65,8.47,14.11,143.7780,144.4536,2.2780,2.9536,0,4,1
12/27/2005,17:00,141.97,141.97,141.27,141.47,4321,-0.614270,-0.322474,-0.291797,39.54,7.56,9.21,143.4440,144.3170,1.9740,2.8470,0,5,1
12/28/2005,17:00,141.86,142.12,141.43,142.03,8425,-0.643603,-0.386700,-0.256904,42.67,6.82,7.62,143.0080,144.2304,0.9780,2.2004,0,6,1
12/29/2005,17:00,143.56,143.82,143.17,143.21,5780,-0.565119,-0.422384,-0.142736,48.68,18.84,11.07,142.7480,144.1306,0.4620,0.9206,0,7,1
12/30/2005,17:00,144.06,144.08,143.40,143.57,8992,-0.468471,-0.431601,-0.036870,50.39,32.49,19.39,142.5780,144.0382,0.9920,0.4682,0,8,1
01/03/2006,17:00,144.71,145.52,144.48,145.39,11992,-0.242226,-0.393726,0.151500,58.01,54.32,35.22,142.6890,143.9940,2.7010,1.3960,0,9,1
01/04/2006,17:00,146.67,146.81,145.93,146.32,15357,0.011981,-0.312585,0.324565,61.28,72.59,53.13,143.0190,143.9988,3.3010,2.3212,0,10,1
01/05/2006,17:00,147.07,147.41,146.79,146.95,8884,0.261265,-0.197815,0.459080,63.37,88.34,71.75,143.4960,144.0474,3.4540,2.9026,0,11,1
01/06/2006,17:00,146.27,147.32,146.27,147.05,12288,0.461573,-0.065937,0.527510,63.70,92.65,84.53,144.0020,144.0906,3.0480,2.9594,0,12,1
01/09/2006,17:00,147.82,148.28,147.63,147.84,6807,0.676270,0.082504,0.593765,66.31,93.47,91.49,144.5330,144.1254,3.3070,3.7146,1,0,1
01/10/2006,17:00,147.05,147.87,146.72,147.51,13987,0.810447,0.228093,0.582355,64.23,92.21,92.78,145.1340,144.1316,2.3760,3.3784,2,0,1
01/11/2006,17:00,147.02,147.31,146.75,146.92,11440,0.859271,0.354328,0.504943,60.58,87.78,91.15,145.6790,144.1434,1.2410,2.7766,3,0,1
01/12/2006,17:00,147.65,148.44,147.54,148.29,14138,0.997019,0.482867,0.514152,65.49,89.24,89.74,146.3050,144.1852,1.9850,4.1048,4,0,1
01/13/2006,17:00,147.64,148.00,146.80,147.12,15520,1.000245,0.586342,0.413903,58.75,86.74,87.92,146.6960,144.2118,0.4240,2.9082,5,0,1
01/17/2006,17:00,148.49,149.20,148.27,148.94,12539,1.136560,0.696386,0.440174,64.82,92.23,89.41,147.2330,144.3014,1.7070,4.6386,6,0,1
01/18/2006,17:00,150.02,150.60,149.93,150.17,16331,1.328526,0.822814,0.505712,68.21,91.72,90.23,147.7110,144.4084,2.4590,5.7616,7,0,1
01/19/2006,17:00,149.48,149.77,149.22,149.25,9826,1.390397,0.936330,0.454066,63.29,91.68,91.88,148.0040,144.4834,1.2460,4.7666,8,0,1
01/20/2006,17:00,150.27,151.05,150.27,150.90,17818,1.554650,1.059994,0.494656,67.78,92.04,91.81,148.3990,144.5748,2.5010,6.3252,9,0,1
01/23/2006,17:00,151.60,152.35,150.75,151.00,16110,1.673599,1.182715,0.490884,68.04,87.58,90.44,148.7940,144.6930,2.2060,6.3070,10,0,1
01/24/2006,17:00,151.25,151.26,150.32,150.49,17132,1.707036,1.287580,0.419457,65.20,84.69,88.10,149.0590,144.8116,1.4310,5.6784,11,0,1
01/25/2006,17:00,150.25,150.25,149.50,149.56,18809,1.639592,1.357982,0.281610,60.26,70.54,80.94,149.2640,144.9086,0.2960,4.6514,12,0,1
01/26/2006,17:00,149.00,149.39,148.46,149.20,17518,1.539349,1.394255,0.145093,58.42,58.02,71.08,149.4920,145.0248,0.2920,4.1752,13,0,1
01/27/2006,17:00,149.64,150.59,149.50,150.46,12460,1.543781,1.424161,0.119620,62.72,55.99,61.52,149.7090,145.1804,0.7510,5.2796,14,0,1
01/30/2006,17:00,151.00,151.57,150.51,150.69,11135,1.548008,1.448930,0.099078,63.46,61.36,58.46,150.0660,145.3292,0.6240,5.3608,15,0,1
01/31/2006,17:00,151.55,151.80,150.79,151.23,15604,1.576755,1.474495,0.102260,65.21,72.30,63.22,150.2950,145.4982,0.9350,5.7318,16,0,1
02/01/2006,17:00,150.95,151.35,150.48,151.04,11587,1.566153,1.492827,0.073326,64.05,75.63,69.76,150.3820,145.6764,0.6580,5.3636,17,0,1
02/02/2006,17:00,149.35,150.34,149.27,149.52,21058,1.418745,1.478010,-0.059265,55.51,68.50,72.14,150.4090,145.7930,0.8890,3.7270,18,0,1
