Date_Time,Open,High,Low,Close_x,Volume,MACD,MACDAvg,MACDDiff,RSI,SlowK,SlowD,FastAvg,SlowAvg,DistF,DistS,FGS,FLS,OpenBar,Close_y,support_3__x,support_5__x,support_5__y,support_5__x,support_5__y,support_3__y,support_3__x,support_3__y,support_2__x,support_4__x,support_2__y,support_4__y,support_2__x,support_4__x,support_2__y,support_4__y,support_4__x,support_4__y,support_4__x,support_4__y,support_3__x,support_3__y,support_3__x,support_3__y,support_3__x,support_5__x,support_5__y,support_5__x,support_5__y,support_3__y,support_3__x,support_3__y,support_3__x,support_3__y,support_5__x,support_5__y,support_5__x,support_5__y,support_3__x,support_4__x,support_4__y,support_4__x,support_4__y,support_6__x,support_6__y,support_6__x,support_6__y,support_6_,support_5__x,support_5__y,support_5__x,support_5__y,support_5__x,support_5__y,support_4__x,support_4__y,support_3__y,support_3_,resistance_8__x,resistance_8__y,resistance_8__x,resistance_8__y,resistance_8__x,resistance_8__y,resistance_6__x,resistance_6__y,resistance_6__x,resistance_6__y,resistance_6_,resistance_3__x,resistance_4__x,resistance_4__y,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_2__x,resistance_2__y,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_3__y,resistance_3__x,resistance_4__x,resistance_4__y,resistance_5__x,resistance_5__y,resistance_5__x,resistance_5__y,resistance_3__y,resistance_3__x,resistance_3__y,resistance_4__x,resistance_4__y,resistance_3_,resistance_5__x,resistance_5__y,resistance_5_
2001-08-21 17:00:00,103.38,103.94,103.36,103.94,2458,-0.112673,-0.025152,-0.087521,54.33,24.73,24.53,104.005,103.4944,0.065,0.4456,10,0,1,103.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-22 17:00:00,103.95,104.42,103.88,104.3,5384,-0.074255,-0.034972,-0.039283,56.76,45.26,30.31,104.033,103.4996,0.267,0.8004,11,0,1,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-23 17:00:00,103.6,103.86,103.55,103.85,3132,-0.079207,-0.043819,-0.035388,52.96,51.22,40.4,104.006,103.4842,0.156,0.3658,12,0,1,103.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24 17:00:00,103.91,104.12,103.85,104.12,2710,-0.060646000000000005,-0.047185000000000005,-0.013461,54.91,53.66,50.05,103.965,103.46,0.155,0.66,13,0,1,104.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-27 17:00:00,104.19,104.39,103.89,103.89,2299,-0.06376,-0.0505,-0.013261000000000002,52.9,48.1,50.99,103.924,103.4284,0.034,0.4616,14,0,1,103.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-28 17:00:00,103.92,104.39,103.85,104.39,1678,-0.025588,-0.045517,0.01993,56.62,55.42,52.39,103.84,103.4004,0.55,0.9896,15,0,1,104.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-29 17:00:00,104.39,104.53,104.27,104.27,3323,-0.004961,-0.037406,0.032445,55.49,57.45,53.66,103.871,103.3866,0.399,0.8834,16,0,1,104.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-30 17:00:00,104.24,104.31,103.77,103.77,1669,-0.028630000000000003,-0.035651,0.0070209999999999995,50.92,55.83,56.23,103.877,103.3692,0.107,0.4008,17,0,1,103.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-31 17:00:00,103.77,104.42,103.77,104.42,1705,0.0050030000000000005,-0.02752,0.032524000000000004,55.99,56.23,56.5,104.036,103.384,0.384,1.036,18,0,1,104.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-04 17:00:00,104.39,104.4,104.15,104.15,1687,0.009759,-0.020064,0.029823000000000002,53.52,59.09,57.05,104.11,103.3948,0.04,0.7552,19,0,1,104.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-05 17:00:00,104.15,104.18,104.01,104.17,1529,0.014969999999999999,-0.013057,0.028027,53.68,72.39,62.57,104.133,103.408,0.037,0.762,20,0,1,104.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-06 17:00:00,104.23,104.8,104.1,104.8,3019,0.069138,0.003382,0.065756,58.62,84.53,72.0,104.183,103.4514,0.617,1.3486,21,0,1,104.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-07 17:00:00,104.78,105.25,104.65,105.25,3450,0.14668599999999998,0.032043,0.11464400000000001,61.75,94.26,83.73,104.323,103.5038,0.927,1.7462,22,0,1,105.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-10 17:00:00,105.17,105.22,104.85,104.85,1426,0.17386400000000002,0.060407,0.11345699999999999,57.58,93.75,90.85,104.396,103.567,0.454,1.283,23,0,1,104.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-11 17:00:00,104.87,104.99,104.75,104.99,1681,0.204343,0.08919400000000001,0.115149,58.63,89.13,92.38,104.506,103.6192,0.484,1.3708,24,0,1,104.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-12 17:00:00,104.99,104.99,104.99,104.99,5,0.225894,0.116534,0.10935999999999998,58.63,82.61,88.5,104.566,103.6774,0.424,1.3126,25,0,1,104.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-14 17:00:00,107.2,107.2,106.67,106.74,4824,0.379806,0.169188,0.210617,69.59,85.65,85.8,104.813,103.7648,1.927,2.9752,26,0,1,106.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-17 17:00:00,106.58,106.58,106.58,106.58,0,0.4833,0.23201100000000002,0.251289,67.82,84.35,84.2,105.094,103.8334,1.486,2.7466,27,0,1,106.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-18 17:00:00,105.98,106.03,104.95,104.95,2579,0.428849,0.271378,0.157471,53.03,67.64,79.21,105.147,103.8456,0.197,1.1044,28,0,1,104.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-19 17:00:00,104.89,105.16,103.97,103.97,4070,0.303124,0.27772800000000003,0.025397,46.47,40.72,64.23,105.129,103.8506,1.159,0.1194,29,0,1,103.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-21 17:00:00,103.66,103.91,102.83,102.83,3348,0.11022699999999999,0.24422800000000003,-0.134,40.24,12.29,40.22,104.995,103.8348,2.165,1.0048,30,0,1,102.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-24 17:00:00,102.76,102.76,98.87,98.87,4397,-0.358056,0.123771,-0.48182700000000006,26.79,1.24,18.08,104.402,103.7504,5.532,4.8804,31,0,1,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 17:00:00,99.01,100.01,98.67,98.67,6603,-0.736819,-0.048347,-0.688472,26.31,0.0,4.51,103.744,103.6652,5.074,4.9952,32,0,1,98.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-26 17:00:00,99.03,99.24,98.51,99.24,4750,-0.9797040000000001,-0.234619,-0.745085,30.14,2.86,1.37,103.183,103.5976,3.943,4.3576,0,1,1,99.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-27 17:00:00,99.57,99.77,99.49,99.6,3555,-1.130115,-0.41371800000000003,-0.716398,32.52,7.02,3.29,102.644,103.5418,3.044,3.9418,0,2,1,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-28 17:00:00,99.62,100.29,99.62,100.29,3286,-1.180038,-0.566982,-0.613056,36.96,13.81,7.9,102.174,103.5062,1.884,3.2162,0,3,1,100.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-01 17:00:00,100.36,100.39,99.56,100.14,2641,-1.2176690000000001,-0.6971189999999999,-0.5205489999999999,36.4,17.26,12.7,101.514,103.4808,1.374,3.3408,0,4,1,100.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-02 17:00:00,99.98,100.1,99.65,99.65,1899,-1.272363,-0.812168,-0.46019499999999997,34.56,17.45,16.17,100.821,103.44,1.171,3.79,0,5,1,99.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-03 17:00:00,99.49,99.54,98.85,98.94,2939,-1.3573540000000002,-0.9212049999999999,-0.43614899999999995,32.03,12.27,15.66,100.22,103.3704,1.28,4.4304,0,6,1,98.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-04 17:00:00,98.86,99.63,98.8,99.49,2112,-1.364599,-1.009884,-0.354715,35.94,9.78,13.17,99.772,103.3082,0.282,3.8182,0,7,1,99.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-08 17:00:00,99.47,99.71,99.1,99.26,2356,-1.373071,-1.0825209999999998,-0.29055,35.03,8.49,10.18,99.415,103.2376,0.155,3.9776,0,8,1,99.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-09 17:00:00,99.28,99.45,99.06,99.36,2549,-1.356085,-1.137234,-0.21885100000000002,35.79,10.63,9.63,99.464,103.1584,0.104,3.7984,0,9,1,99.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-10 17:00:00,99.3,99.66,99.21,99.66,2892,-1.303391,-1.1704649999999999,-0.132925,38.13,12.37,10.49,99.563,103.0874,0.097,3.4274,0,10,1,99.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-11 17:00:00,99.4,99.72,99.32,99.66,1548,-1.247252,-1.1858229999999998,-0.06143,38.13,16.1,13.03,99.605,103.0106,0.055,3.3506,0,11,1,99.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-12 17:00:00,100.18,100.69,99.36,99.36,3257,-1.212988,-1.1912559999999999,-0.021731999999999998,36.59,19.33,15.93,99.581,102.9356,0.221,3.5756,0,12,1,99.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-15 17:00:00,99.44,99.62,99.24,99.5,1465,-1.161151,-1.185235,0.024084,37.85,25.27,20.23,99.502,102.869,0.002,3.369,0,13,1,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-16 17:00:00,99.22,99.22,98.91,98.99,1317,-1.147989,-1.177786,0.029797000000000004,35.1,26.95,23.85,99.387,102.7838,0.397,3.7938,0,14,1,98.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-17 17:00:00,98.79,99.17,98.74,99.08,3258,-1.117415,-1.1657110000000002,0.048296,35.99,28.68,26.97,99.33,102.6816,0.25,3.6016,0,15,1,99.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-18 17:00:00,98.77,98.77,98.02,98.22,3411,-1.1493309999999999,-1.162435,0.013104,31.56,15.0,23.54,99.258,102.564,1.038,4.344,0,16,1,98.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-19 17:00:00,98.14,98.8,98.02,98.8,1686,-1.114971,-1.152942,0.037972000000000006,37.17,18.11,20.6,99.189,102.4556,0.389,3.6556,0,17,1,98.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-22 17:00:00,98.91,99.04,98.72,98.74,1719,-1.08013,-1.13838,0.05825,36.84,21.22,18.11,99.137,102.337,0.397,3.597,0,18,1,98.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-23 17:00:00,98.74,99.01,98.56,98.9,3740,-1.0277610000000001,-1.116256,0.088495,38.43,29.71,23.01,99.091,102.2346,0.191,3.3346,0,19,1,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-24 17:00:00,98.37,98.39,97.95,98.13,4078,-1.036443,-1.100294,0.06385,33.98,22.03,24.32,98.938,102.1148,0.808,3.9848,0,20,1,98.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-25 17:00:00,98.75,98.96,98.66,98.83,3857,-0.9755940000000001,-1.0753540000000001,0.09976,40.71,23.8,25.18,98.855,102.0008,0.025,3.1708,0,21,1,98.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-26 17:00:00,98.52,98.7,98.37,98.57,3181,-0.937543,-1.047791,0.110249,39.11,20.44,22.09,98.776,101.8862,0.206,3.3162,0,22,1,98.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-29 17:00:00,98.73,99.09,98.73,98.93,1762,-0.8683280000000001,-1.0118989999999999,0.143571,42.48,30.17,24.8,98.719,101.7602,0.211,2.8302,0,23,1,98.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-30 17:00:00,98.63,98.76,98.48,98.69,5424,-0.82335,-0.974189,0.150839,40.86,28.47,26.36,98.689,101.6548,0.001,2.9648,0,24,1,98.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-31 17:00:00,98.38,98.46,98.24,98.34,3021,-0.8066479999999999,-0.940681,0.13403299999999999,38.55,25.67,28.1,98.615,101.5474,0.275,3.2074,0,25,1,98.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01 17:00:00,97.8,97.82,97.65,97.66,4720,-0.838615,-0.920268,0.081653,34.47,15.3,23.15,98.559,101.444,0.899,3.784,0,26,1,97.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-02 17:00:00,96.89,97.15,96.72,96.72,3262,-0.9290889999999999,-0.922032,-0.007056999999999999,29.78,5.55,15.51,98.351,101.3102,1.631,4.5902,0,27,1,96.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
